Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link,Screenshot
Toyota,Rav4,Dealer,27387,2020,"Near Houston, TX",88142,4,White,Automatic,JTMDWRFVXLD071548,4 Cyl,"41/38 City/Highway MPG 2020 Toyota RAV4 Hybrid Limited ONE OWNER, LEATHER, BLIND SPOT INDICATOR, BLUETOOTH, BACKUP CAMERA, HEATED SEATS, AUTOMATIC, SUNROOF, NAVIGATION, BLIND SPOT MONITOR SYSTEM, LANE KEEP ASSIST, REAR SONAR, DYNAMIC CRUISE CONTROL, REAR CROSS TRAFFIC ALERT, BACK UP CAMERA, STEERING WHEEL CONTROLS, POWER DRIVER SEAT, APPLE CAR PLAY, CLEAN CARFAX 1 OWNER, Garage Kept, USB Ports, FWD, Gas Saver, SiriusXM, ALLOY WHEELS, POWER WINDOWS, POWER DOOR LOCKS, CRUISE CONTROL, Service Records, DRIVER MEMORY SEAT, AUTOMATIC HIGH BEAMS, PUSH TO START BUTTON, HEATED STEERING WHEEL, ROAD SIGN ASSIST, POWER LIFTGATE, PREMIUM JBL STEREO WITH SUB, DUAL ZONE AUTO CLIMATE CONTROL, SMART KEY SYSTEM, Navigation System. AWDCARFAX One-Owner. Clean CARFAX.BUY WITH PEACE OF MIND AT GREENWAY MAZDA TODAY! ** Contactless Purchase**, ** Free Home Drop-off **, ** Free Test Drive at Home **, ** Private Dealership Appointments **, ** Virtual Appointments ** , ** Custom Online Financing **..***The E-price exclude adds and you must finance with GREENWAY MAZDA*****GREENWAY DEAL!",https://www.carfax.com/vehicle/JTMDWRFVXLD071548,https://drive.google.com/open?id=15HdodebVaPte5Q545i-16q73tKXiIHKa
Toyota,Corolla,Dealer,20300,2021,"Near Avon, IN",63486,4,Gray,Automatic,JTNC4MBE3M3106833,4 Cyl,"Certified. Andy Mohr Toyota is excited to offer this 2021 Toyota Corolla Hatchback XSE in Magnetic Gray Metallic with Leather. This Corolla Hatchback is very well equipped with Interior Audio Plus - 8-in Touchscreen Apple Carplay & Android Auto Compatible SiriusXM w/3-Month All Access Trial HandsFree Bluetooth Phone/Music Wi-Fi Connect w/2GB within 3-Month Trial Remote Connect w/1-Year Trial Service Connect w/10-Year Trial Dual Zone Automatic Climate Control Leather Wrapped Steering Wheel with Paddle Shifters Leather-Trimmed Heated Sport Seats w/Power Adjustable Driver's Seat Exterior Automatic LED Headlamps Exterior Dimensions Mechanical/Performance 2.0L 4-cyl w/Dual VVT-i, CVT Sport Drive Mode 18-in Machined Alloy Wheels Safety and Convenience Toyota Safety Sense 2.0: Pre-Collision Sys w/Pedestrian Detection, Full-Speed Range Dynamic Radar Cruise Control, Lane Departure Alert w/Steering Assist, Lane Tracing Assist, Automatic High Beams, Road Sign Assist Backup Camera Blind Spot Monitor w/Rear Cross Traffic Alert Smart Key System with Push Button Start 10 Airbags, Star Safety System Safety Connect w/1-Year Trial. CARFAX One-Owner.

Magnetic Gray Metallic 2021 Toyota Corolla Hatchback XSE 5D Hatchback 2.0L I4 FWD

30/38 City/Highway MPG Toyota Combined Details:

* 160 Point Inspection
* Warranty Deductible: $0
* Transferable Warranty
* Vehicle History
* Roadside Assistance
* Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date
* Limited Warranty: 12 Month/12,000 Mile Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year/100,000 Mile. Standard New-Car Financing Rates Available. Warranty honored at over 1,400 Toyota dealers in the continental U.S. & Canada. Trade-ins accepted. Trouble-free handling of your transaction, including DMV paperwork. (for Toyota Gold Certified program)
* Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year/100,000 Mile (for Toyota Gold Certified program), Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. HV Battery Warranty coverage for 10 years/150,000 miles. (2020 model year forward Hybrid-Related) 8 years/100,000 miles, whichever comes first, from original date of first use when sold as new. Fuel Cell Vehicle Warranty 8 years/100,000 mile (whichever comes first) on key fuel cell components. Roadside Assistance for 7 Year/100,000 Mile (for Toyota Certified Used Hybrids program)


Andy Mohr Toyota, at 8941 E. Highway 36 in Avon, is one of the largest Toyota Certified dealers in the midwest. We price our cars to sell quickly, and travel the country to provide you a wide range of vehicles. Call us at 317.713.8181 or visit our website at www.andymohrtoyota.com. You consent to receive autodialed, pre-recorded and artificial voice telemarketing and sales calls, text messages and/or emails from or on behalf of Andy Mohr at the phone number and/or email provided in this application, including cell phone numbers. You understand that this consent is not a condition of purchase of a vehicle or any services from Andy Mohr.",https://www.carfax.com/vehicle/JTNC4MBE3M3106833,https://drive.google.com/open?id=1hUxtbfwUYVrhVB-ABtLxErTFKpyBWqbD
Toyota,Corolla,Dealer,7995,2010,"Newport, OR",113370,4,Black,Automatic,1NXBU4EE6AZ227479,4 Cyl,"This outstanding example of a 2010 Toyota Corolla is offered by Power Ford Chrysler. Save money at the pump with this fuel-sipping Toyota Corolla. It's not a misprint. And the odometer isn't broken. This is a very low mileage Toyota Corolla. A rare find these days. The look is unmistakably Toyota, the smooth contours and cutting-edge technology of this Toyota Corolla will definitely turn heads. More information about the 2010 Toyota Corolla: The Toyota Corolla has a longstanding reputation for being one of the most affordable small sedans, especially when considering its reputation for reliability, high fuel efficiency and low operating costs. The 2010 model brings an excellent level of interior comfort, plus optional features such as a navigation system that aren't otherwise offered in this class. The XRS model, with its torquey 2.4L engine, promises much-improved performance, and standard traction and vehicle stability control provide sure-footedness in slick conditions. Interesting features of this model are redesigned interior, XRS performance model., fuel efficiency, and Affordability",https://www.carfax.com/vehicle/1NXBU4EE6AZ227479,https://drive.google.com/open?id=1qvBEY6Ye8orusAYsF4Rp_FK5DnVYiDcc
Toyota,Corolla,Dealer,6856,2012,"Frankfort, KY",191894,4,White,Automatic,2T1BU4EE6CC899921,4 Cyl,"Super White 2012 Toyota Corolla LE 4D Sedan FWD 1.8L I4 DOHC Dual VVT-i 4-Speed Automatic *PRICE REDUCED*, *LOCAL TRADE IN*, *AUTO TRANS*, *4 CYL GAS SAVING ENG*, *PASSED OUR 27-POINT SAFETY (ONLY) INSPECTION*, *SAVE $$THOUSANDS$$ OFF ORIGINAL MSRP*, *3 YEARS COMPLIMENTARY MAINTENANCE INCLUDED*, ABS brakes, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Priced below KBB Fair Purchase Price!

NOT LOCAL? LET US SEND YOU A CUSTOM VIDEO PRESENTATION OF THIS VEHICLE! CALL 1-502-695-6100 or visit www.neilhuffmanhondafrankfort.com.

BEWARE! PLEASE READ... This car is part of our “Neil’s Value Deal” program offering the consumer the ability to buy this vehicle before we send it to auction. We performed a “safety inspection” only (NOT A “MECHANICAL INSPECTION”). This vehicle is likely to have multiple mechanical and/or auto body defects. We encourage you to have this vehicle inspected by a qualified technician at your expense. THIS VEHICLE DOES NOT QUALIFY FOR THE “HUFFMAN PLATINUM PLAN” 90 DAY LIMITED WARRANTY OR THE “HUFFMAN 7 DAY LIKE IT or EXCHANGE IT PROMISE”. This vehicle is sold 100% AS IS, with no implied or expressed warranties or guarantees. This car is priced competitively using our EXCLUSIVE HUFFMAN VALUE PRICING, guaranteeing you a NO HAGGLE/REAL-TIME market value price. In other words, we will NOT artificially inflate our prices by thousands of dollars in hopes of winning a negotiating contest with our customers. 3 YEARS COMPLIMENTARY MAINTENANCE INCLUDED with purchase! All trade-ins are welcome. We'll buy your car even if you don't buy ours! Huffman Has It!


Awards:
* 2012 KBB.com Best Resale Value Awards",https://www.carfax.com/vehicle/2T1BU4EE6CC899921,https://drive.google.com/open?id=1avlY5W-pc1M1BHDP4id6mNrwB5F2ZLg2
Toyota,Corolla,Dealer,8950,2011,"Mount Dora, FL",78400,4,Silver,Automatic,2T1BU4EEXBC748451,4 Cyl,"RUNS EXCELLENT, NO MECHANICAL PROBLEMS, CLEAN IN AND OUT, RADIO, CD PLAYER, NEED AIR CONDITION, IF YOU NEED MORE INFORMATION CONTACT US AT 3526024410. WE SALE CASH FINANCE BUY HERE PAY HERE TAMBIEN HABLAMOS ESPANOL KINGMOTORSAUTOSALES.COM",https://www.carfax.com/vehicle/2T1BU4EEXBC748451,https://drive.google.com/open?id=1Bu2pF0y720VaiJ72bD90E6wruX6HXvzY
Toyota,Rav4,Dealer,13000,2013,"Berwick, ME",132852,4,Silver,Automatic,2T3RFREV0DW099824,4 Cyl,"2013 TOYOTA RAV-4 XLE ALL WHEEL DRIVE- AUTOMATIC, 4 CYLINDER, POWER SUNROOF, REMOTE STARTER, BLUETOOTH, 17 ALLOY WHEELS, DIGITAL CLIMATE CONTROL, TRACTION CONTROL.",https://www.carfax.com/vehicle/2T3RFREV0DW099824,https://drive.google.com/open?id=1f8IYtHCG3gy6UjOTS9vgw01VLXRYRS8v
Toyota,Rav4,Dealer,15000,2015,"Mechanicville, NY",109445,4,Blue,Automatic,2T3RFREV0FW368200,4 Cyl,"* RECENT ARRIVAL * CARFAX ONE-OWNER * WELL MAINTAINED * MOONROOF * BLUETOOTH * BACKUP CAMERA * ALLOYS * Blue Crush Metallic 2015 Toyota RAV4 XLE AWD 6-Speed Automatic 2.5L 4-Cylinder DOHC Dual VVT-i AWD, Ash w/Fabric Seat Trim.

A Toyota of Clifton Park Pre-Owned vehicle means you not only get the reassurance of a multipoint inspection/reconditioning by one of our trained technicians but also a complete CARFAX vehicle history report available. Please call the Pre-Owned Sales Department 1-518-670-4332 at Toyota of Clifton Park today and we will be thrilled to assist. We are happy to help whether you live 5 miles away or 5000 miles away, we do it all! Toyota of Clifton Park has the best selection of New, Pre-Owned and Certified Pre-Owned Toyota's. Come and experience for yourself why Toyota of Clifton Park is the recipient of the Toyota President's Award ,Toyota's highest honor awarded to only those dealers that meet Toyota's highest customer satisfaction and quality of service standards for the last 11 years, We are looking forward to assisting you with not only this Toyota, but all of your future Toyota needs. OUR ON LINE SPECIALS AT TOYOTA OF CLIFTON PARK HAVE NO HIDDEN FEES OR ADDITIONAL CHARGES UNLIKE SOME OF OUR COMPETITORS. Recent Arrival! 22/29 City/Highway MPG

Awards:
* 2015 IIHS Top Safety Pick, Top Safety Pick+ * 2015 KBB.com 10 Best All-Wheel Drive Vehicles Under $25,000 * 2015 KBB.com 10 Best SUVs Under $25,000


Reviews:
* Roomy interior for people and cargo, strikes a good balance between ride comfort and sure-footed handling. Source: Edmunds
* The 2015 RAV4 captures the spirit of freedom that began with the original RAV4, yet breaks new ground in refinement, practicality and technology. The traditionally mounted spare now resides under the cargo floor so that the RAV4 now has a true liftgate, opening up instead of out. Opt for the RAV4 Limited and you'll get a power liftgate with jam protection that even offers height adjustment. From its efficient engine to its new 6-speed automatic transmission and updated suspension, RAV4 is every bit a driver's machine. It's now available with the all-new Dynamic Torque-Control All-Wheel Drive system. It improves handling by distributing power from front to rear, and manages the vehicle's braking system from side to side for maximum control. RAV4's standard 2.5L engine produces 176hp along with 172 lb.-ft. of torque to make short work of long roads. With the pull of a handle, passengers can recline the rear seatbacks and enjoy the ride. Even with all the leg room offered by RAV4's interior, there's still plenty of room for your gear. In fact, you can stow up to 38.4 cubic feet of cargo with the rear seatbacks in their upright position. You can even fold the second-row seats in seconds by pulling the handle up and lower the seatbacks to create a wide, flat load space with 73.4 cubic feet of cargo capacity. Optional features now include Blind Spot Monitoring with Rear Cross-Traffic Alert which provides audible and visual cues when the RAV4 detects oncoming traffic. The available Smart Key fob allows you to lock and unlock the doors and liftgate with one touch and start the vehicle with the push of a button, Display Audio with Navigation and Entune, 11 JBL GreenEdge speakers in seven locations with a subwoofer and amplifier. Source: The Manufacturer Summary",https://www.carfax.com/vehicle/2T3RFREV0FW368200,https://drive.google.com/open?id=1NlDeIiEaWWQMS71IX_22ONNxZPAy3iN3
Toyota,Camry,Dealer,13634,2016,"Lihue, HI",94972,4,White,Automatic,4T1BF1FK1GU531731,4 Cyl,"ICE CAP exterior and BLACK interior, LE trim. FUEL EFFICIENT 35 MPG Hwy/25 MPG City! CD Player, Bluetooth®, Back-Up Camera, iPod/MP3 Input.KEY FEATURES INCLUDEBack-Up Camera, iPod/MP3 Input, Bluetooth®, CD Player. Toyota LE with ICE CAP exterior and BLACK interior features a 4 Cylinder Engine with 178 HP at 6000 RPM*.EXPERTS REPORTThe 2016 Toyota Camry provides one of the most comfortable and spacious cabins of any midsize family sedan. There s plenty of headroom and legroom up front and not much less in back, where even taller adults will be content to ride for extended periods. -Edmunds.com.WHY BUY FROM USAt Servco, we know you want to purchase your pre-owned vehicle with peace of mind and from a dealership that will stand behind what they sell. That s why we offer Servco Pre-Owned Advantage with benefits that provide a comprehensive process for delivering accuracy, transparency and peace of mind for every pre-owned vehicle purchased.Pricing analysis performed on 1/9/2024. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",https://www.carfax.com/vehicle/4T1BF1FK1GU531731,https://drive.google.com/open?id=1KTsjOAeN4BYuE-X7NS_eqJ4zflkATdKC
Toyota,Camry,Dealer,17199,2017,"State College, PA",57377,4,White,Automatic,4T1BF1FK6HU673008,4 Cyl,"Recent Arrival!

Every vehicle at Bobby Rahal Honda of State College is checked over by one of our technicians, and serviced to ensure the top quality you'd expect from the Rahal Group.

24/33 City/Highway MPG Clean CARFAX. Almond w/Fabric Seat Trim, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, AM/FM radio, Brake assist, Bumpers: body-color, CD player, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio: Entune Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 7.0J x 16"" Steel.


Awards:
* 2017 KBB.com 10 Most Comfortable Cars Under $30,000 * 2017 KBB.com 10 Best Used Cars Under $20,000 * 2017 KBB.com 10 Best Sedans Under $25,000 * 2017 KBB.com 10 Most Awarded Brands * 2017 KBB.com Best Resale Value Awards",https://www.carfax.com/vehicle/4T1BF1FK6HU673008,https://drive.google.com/open?id=1Rp7Cp_9TJfrSo3cwoXFU7JJHBkTCAnDE
Toyota,Highlander,Dealer,31495,2019,"Manhattan, KS",56368,4,White,Automatic,5TDDGRFH8KS053186,6 Cyl,"This 2019 Toyota Highlander Hybrid Limited, comes in BLIZZARD PEARL exterior with interior. 56359 miles. Stock Number M24-1502T1 \n\nWHY THIS VEHICLE? \n\nThis vehicle comes complimentary with a 30 day or 1,000 mile peace of mind service contract - free to you as part of our Briggs Advantage!\n\nImportant Package Information\n\n\n\nConvenience

    This \'intelligent\' cruise control system uses laser or radar to maintain a preset following distance behind another vehicle, automatically braking or accelerating as required.

Safety and Security

    The vehicle is equipped with a system that senses, and then prepares, the vehicle and/or occupants, for an impending forward collision.
    The vehicle constantly monitors the roadway in front of the vehicle and identifies and tracks pedestrians on an interior display. If the system determines a likely impact, it will automatically take preventative steps to avoid hitting the pedestrian.
    The vehicle is equipped with a camera that displays an image of the area behind the vehicle on an interior display.
    An active lane departure system alerts the driver of unintended movement of the vehicle out of a designated traffic lane and automatically maintains the vehicle's position within that lane.

If you decide to speak with one of our knowledgeable associates - please reference this Stock number M24-1502T1. Connect with us now by calling 785-509-7613.\n\n \nWHY CHOOSE BRIGGS Nissan?\n\nWhy should you buy from Briggs Nissan? Russ and his wife Ilene have been in business for over 45 years. They started with a small used car lot in Manhattan KS and have grown to 15 stores throughout Kansas. They have been voted the #1 dealership in Kansas by providing 100% customer satisfaction, not only in the vehicle you purchase but also the way you purchase it. Our unmatched service and diverse new and pre-owned inventory have set us apart as the preferred dealer in Manhattan. \n\nBRIGGS PRICING DISCLOSURE:\n\n\'Best Price\' includes $1000 Finance Discount and $1000 Trade in Discount. Not everyone will qualify. To qualify for the $1000 Finance Discount requires that you finance with an Approved Lender through Briggs Auto. To qualify for the $1000 Trade in Discount you must trade in a vehicle that is a 2013 or newer with less than 100,000 miles. Trade must have a clean title as and clean Carfax.",https://www.carfax.com/vehicle/5TDDGRFH8KS053186,https://drive.google.com/open?id=1gTcMA3zgLKGOyKHXTW8SwqalE1oHEqx-
Toyota,Highlander,Dealer,22999,2018,"South Burlington, VT",88715,4,Silver,Automatic,5TDJZRFH8JS486163,6 Cyl,"Priced below KBB Fair Purchase Price! Lane Departure, Blind Spot Monitoring, Rear Cross Traffic Alert, 3rd Row Seating, local trade, AWD, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, Low tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Remote keyless entry, Traction control. Celestial Silver Metallic 2018 Toyota Highlander XLE AWD 8-Speed Automatic Electronic with ECT-i 3.5L V6

The Best Service, The Best Selection, The Best Price...The Difference is Key! 20/26 City/Highway MPG

Awards:
* 2018 KBB.com Best Family Cars * 2018 KBB.com 10 Most Awarded Brands * 2018 KBB.com Best Resale Value Awards",https://www.carfax.com/vehicle/5TDJZRFH8JS486163,https://drive.google.com/open?id=1XpsnQ0J96j4rMff6Hgir2KE7pw127gPc
Toyota,Rav4,Dealer,14995,2014,"Fallston, MD",117746,4,Gray,Automatic,JTMBFREV1ED058764,4 Cyl,"2014 Toyota RAV4 Magnetic Gray 4D Sport Utility AWD 6-Speed Automatic 22/29 City/Highway MPG CARFAX One-Owner. 22/29 City/Highway MPG AWD, Cloth.

JONES CERTIFIED USED CAR DETAIL: -Qualifies for Jones for Life Program -30 day/1000 mile Limited Warranty with $0 Deductible -Free Carfax Report -155 Point Inspection -Jones Inspection exceeds Maryland's minimum requirements -Thorough Interior and Exterior Detail -Factory Trained Technician -Checked for Factory Recalls -Clean Title.

Jones Junction is proud to be a family-run automotive business serving the Harford County and surrounding Maryland, Pennsylvania, and Delaware communities for over 100 consecutive years! The Jones family believes their success lies in focused dedication to hard work and integrity. Their goal is not simply to sell a car, it is to create a lifelong partnership with their customers. Prices do not include tax, state tag and title fees, or $500 dealer process fee (not required by law). Price shown includes the largest rebate that all customers qualify for. Please contact our sales team to answer any questions you may have. While we do everything to make sure our online prices are accurate, we are not responsible for pricing errors or mistakes. If an error is brought to our attention, we do everything possible to correct it immediately. Feel free to visit us at WWW.JONESKIA.COM, or come by today at 2001 Belair Road, Fallston, MD 21014.

Awards:
* 2014 KBB.com 10 Best SUVs Under $25,000 * 2014 KBB.com Best Resale Value Awards",https://www.carfax.com/vehicle/JTMBFREV1ED058764,https://drive.google.com/open?id=19If3Mxq36yvlzjWqjqdOpWrP153bRhFr
Toyota,Corolla,Individual,6950,2010,"Fremont, CA",139612,4,Silver,Automatic,1NXBU4EE9AZ241604,132 hp 1.8L I4,Vehicle has one previous owner.,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=94087&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d295#listing=364383283/NONE/DEFAULT,https://drive.google.com/open?id=1cTb0MG2J98t8hApDvv9a3DpmshG7tLv6
Toyota,Rav4,Individual,19695,2017,"Bridgewater, NJ",75232,4,White,Automatic,2T3DFREV8HW684246,176 hp 2.5L I4,1 accident reported and 2 previous owners,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=10978&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d306#listing=370156525/NONE/DEFAULT,https://drive.google.com/open?id=1esO2dExnsRte6-RKHHpFisLFN3gep7PP
Toyota,Rav4,Individual,8999,2011,"Wayzata, MN",154505,4,Black,Automatic,2T3ZF4DV7BW053120,179 hp 2.5L I4,1 accident reported and 4 previous owners,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=56034&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d306#listing=375297564/PRIORITY/DEFAULT,https://drive.google.com/open?id=16o3vW8yoX8VrBzHn-oV8kmH4Slf5d6OB
Toyota,Rav4,Individual,11495,2011,"Minneapolis, MN",110622,4,White,Automatic,2T3ZF4DV8BW060173,179 hp 2.5L I4,1 accident reported and 4 previous owners,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=56034&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d306#listing=372790622/NONE/DEFAULT,https://drive.google.com/open?id=1SDdF2L4GVCvaIVUXv-ObGHBEPjNgsFDY
Toyota,Camry,Individual,17386,2018,"Jamaica, NY",66153,4,Super White,Automatic,4T1B11HK7JU573985,2.5L I4,1 accident reported and 4 previous owners,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=10987&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d292#listing=371550956/HIGHLIGHT/DEFAULT,https://drive.google.com/open?id=15vpGkuCcRaL8ryrMzB9ykgrQ1XtNDtRG
Toyota,Camry,Individual,14182,2016,"Stockton, CA",104470,4,Blue Streak Metallic,Automatic,4T1BF1FK2GU545587,178 hp 2.5L I4,1 accident reported and 1 previous owner,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=94087&distance=100&entitySelectingHelper.selectedEntity=d292#listing=376195550/NONE/DEFAULT,https://drive.google.com/open?id=1F8ynT3DSaCaQsuvZi6Ak-9_jmNmoy2kP
Toyota,Camry,Individual,,9499,"West Sacramento, CA",98650,4,Silver,Automatic,4T4BF3EK6BR141803,169 hp 2.5L I4,Vehicle has 2 previous owners.,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=94087&distance=100&entitySelectingHelper.selectedEntity=d292#listing=375674160/NONE/DEFAULT,https://drive.google.com/open?id=1ohDlcD4Olk85fDWBOcMc8qbCLkyU-e8Q
Toyota,Corolla,Individual,10995,2012,"Sacramento, CA",97485,4,Gray,Automatic,5YFBU4EE3CP004174,132 hp 1.8L I4,"
1 previous owner and Vehicle has one previous owner.",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=94087&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d295#listing=366715038/NONE/DEFAULT,https://drive.google.com/open?id=1ClBlUSp4mzqSeWr_GUNw1Sk9I8ll_fb_
Toyota,Corolla,Individual,15995,2016,"Hayward, CA",74163,4,Gray,Automatic,5YFBURHE7GP524943,132 hp 1.8L I4,Vehicle has 3 previous owners.,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=94087&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d295#listing=373900925/NONE/DEFAULT,https://drive.google.com/open?id=1cOgWRSsjWijzJaQHaA1_4qQfkjrDDMBS
Toyota,Rav4,Individual,6795,2008,"Hopkins, MN",164302,4,Green,Automatic,JTMZD33VX86075236,166 hp 2.4L I4,1 accident reported and 1 previous owner,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=56034&inventorySearchWidgetType=AUTO&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=100&sortType=BEST_MATCH&entitySelectingHelper.selectedEntity=d306#listing=368817881/NONE/DEFAULT,https://drive.google.com/open?id=1b64VZ8lO3lbKYdsKirY4La_KMNeS8oJy
Toyota,Corolla,Dealer,7409,2013,WV,109736,4,White,Automatic,2T1BU4EE5DC113205,1.8L I4 16V MPFI DOHC,"5-SPEED MANUAL BEING SOLD AS TRADED, AS IS ABSOLUTELY NO WARRANTY, CRUISE CONTROL!, POWER WINDOWS AND LOCKS!, PRICED WELL BELOW KBB PRICING!, ABS brakes, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Odometer is 11177 miles below market average! Cars cost less in Grafton! Serving the communities of Grafton, Fairmont, Morgantown, Bridgeport, and Clarksburg for 50 Years!
",https://www.cars.com/vehicledetail/252f5650-1351-45b0-9a67-c4311f95e3b5/?store=152684&utm_source=google&utm_medium=cpc&utm_campaign_id=20354776460&utm_trusted=TRUE&network=x&aff=acqgeosem50&KNC=acqgeosem50&gad_source=1&gclid=CjwKCAiAzc2tBhA6EiwArv-i6d4tiE8vIsFz3XWyyBG69cVNN31FfcG8CV2WgIyEqVWKsFyhlc_ipRoCogYQAvD_BwE,https://drive.google.com/open?id=14q-urf8ovZfwoLYZFab5mSrXi0KqnW6Z
